,t_start,t_end,energy_wh
579,2024-01-17 08:34:46.557304832+01:00,2024-01-17 17:39:33.136477440+01:00,65425.0
580,2024-01-17 08:35:18.286223104+01:00,2024-01-17 12:49:48.287120128+01:00,21456.0
581,2024-01-17 08:35:50.352802304+01:00,2024-01-17 16:52:27.684621568+01:00,9552.0
582,2024-01-17 08:36:08.322967040+01:00,2024-01-17 09:37:00.863098880+01:00,41.0
583,2024-01-17 08:39:47.666424320+01:00,2024-01-17 13:37:23.382276352+01:00,49275.0
584,2024-01-17 08:41:45.478444288+01:00,2024-01-17 16:02:59.774672384+01:00,19690.0
585,2024-01-17 08:42:16.096326144+01:00,2024-01-17 15:42:32.281912064+01:00,9840.0
586,2024-01-17 08:43:41.443796992+01:00,2024-01-17 16:03:58.222184448+01:00,43964.0
587,2024-01-17 08:45:58.151325184+01:00,2024-01-17 17:03:27.719532288+01:00,5014.0
588,2024-01-17 08:49:06.599155968+01:00,2024-01-17 12:30:39.485342464+01:00,8489.0
589,2024-01-17 08:51:30.381830912+01:00,2024-01-17 16:21:04.041542912+01:00,11101.0
590,2024-01-17 08:51:42.909558784+01:00,2024-01-17 18:05:46.111121152+01:00,17462.0
591,2024-01-17 08:54:00.982119936+01:00,2024-01-17 18:48:46.345457152+01:00,50097.0
592,2024-01-17 08:54:46.131647232+01:00,2024-01-17 15:22:31.009553152+01:00,12401.0
593,2024-01-17 08:55:02.951988992+01:00,2024-01-17 18:30:58.588708352+01:00,40123.0
594,2024-01-17 08:56:09.338059520+01:00,2024-01-17 18:48:50.697060096+01:00,9901.0
595,2024-01-17 08:58:43.416568576+01:00,2024-01-17 15:38:53.222344192+01:00,20868.0
596,2024-01-17 09:00:51.086665984+01:00,2024-01-17 16:39:08.285007872+01:00,36397.0
597,2024-01-17 09:05:50.087115264+01:00,2024-01-17 13:11:48.101109504+01:00,25324.0
598,2024-01-17 09:14:33.570495232+01:00,2024-01-17 18:31:34.595722752+01:00,31198.0
599,2024-01-17 09:19:31.073753088+01:00,2024-01-17 16:40:46.281280256+01:00,25248.0
600,2024-01-17 09:37:11.389833472+01:00,2024-01-17 09:38:46.993094400+01:00,50.0
601,2024-01-17 09:38:51.473426176+01:00,2024-01-17 15:33:28.625526016+01:00,18899.0
602,2024-01-17 10:09:51.615887872+01:00,2024-01-17 12:06:50.271534080+01:00,10267.0
603,2024-01-17 10:40:26.068850176+01:00,2024-01-17 17:53:21.685003520+01:00,21192.0
604,2024-01-17 10:44:56.921537792+01:00,2024-01-17 18:38:34.101309184+01:00,31764.0
605,2024-01-17 11:43:29.230564864+01:00,2024-01-17 15:24:08.568265728+01:00,38761.0
606,2024-01-17 12:06:26.531758592+01:00,2024-01-17 16:08:03.079107072+01:00,41440.0
607,2024-01-17 12:25:26.842441472+01:00,2024-01-17 16:16:36.758691328+01:00,25577.0
608,2024-01-17 12:40:13.812580608+01:00,2024-01-17 16:09:23.772884224+01:00,39102.0
609,2024-01-17 13:07:50.867197952+01:00,2024-01-17 17:57:27.604312064+01:00,33625.0
610,2024-01-17 13:11:14.552085248+01:00,2024-01-17 17:44:26.936740096+01:00,47944.0
611,2024-01-17 13:11:34.953919744+01:00,2024-01-21 19:20:34.233993984+01:00,19666.0
612,2024-01-17 13:33:47.236865280+01:00,2024-01-29 12:51:56.795368704+01:00,10288.0
613,2024-01-17 13:44:57.130317568+01:00,2024-01-17 17:50:26.820280576+01:00,24353.0
614,2024-01-17 13:51:21.084370176+01:00,2024-01-18 07:39:17.268563712+01:00,17452.0
615,2024-01-17 13:56:58.083488256+01:00,2024-01-18 08:02:54.017312256+01:00,13176.0
616,2024-01-17 14:32:36.846720768+01:00,2024-01-18 10:54:13.843777792+01:00,8325.0
617,2024-01-17 15:13:28.706114304+01:00,2024-01-18 07:52:46.580292096+01:00,53474.0
618,2024-01-17 15:36:01.384186112+01:00,2024-01-18 07:25:52.070609408+01:00,18041.0
619,2024-01-17 16:19:24.460868608+01:00,2024-01-18 07:00:52.742960896+01:00,17402.0
620,2024-01-17 16:28:40.605116928+01:00,2024-01-18 08:20:03.279420928+01:00,17741.0
621,2024-01-17 16:54:29.226232064+01:00,2024-01-19 08:24:27.007290112+01:00,24832.0
622,2024-01-17 17:06:52.155688448+01:00,2024-01-18 08:53:43.220392448+01:00,20362.0
623,2024-01-17 17:07:43.559529472+01:00,2024-01-18 07:30:16.122630144+01:00,18885.0
624,2024-01-17 17:31:37.707372032+01:00,2024-01-17 18:14:28.145661952+01:00,5073.0
625,2024-01-17 18:10:05.192572672+01:00,2024-01-17 21:28:42.787456256+01:00,23265.0
626,2024-01-17 22:28:40.233708288+01:00,2024-01-18 12:16:41.451766784+01:00,36459.0
627,2024-01-18 05:19:16.405476864+01:00,2024-01-18 18:06:14.398807040+01:00,11455.0
628,2024-01-18 05:19:48.381294080+01:00,2024-01-18 15:37:09.001426432+01:00,7407.0
629,2024-01-18 06:10:37.793368576+01:00,2024-01-18 16:22:44.361412608+01:00,10396.0
630,2024-01-18 06:15:18.633177344+01:00,2024-01-18 16:17:10.778094336+01:00,6666.0
631,2024-01-18 06:35:05.398497536+01:00,2024-01-18 16:49:36.987745792+01:00,23617.0
632,2024-01-18 06:37:32.632837376+01:00,2024-01-18 15:02:23.662581504+01:00,11700.0
633,2024-01-18 06:45:50.416287488+01:00,2024-01-18 14:25:14.540358400+01:00,22597.0
634,2024-01-18 07:01:50.998957056+01:00,2024-01-18 15:08:56.556080128+01:00,22796.0
635,2024-01-18 07:05:56.754542080+01:00,2024-01-18 17:04:00.361900800+01:00,15072.0
636,2024-01-18 07:09:19.887596288+01:00,2024-01-18 17:08:56.320454912+01:00,34872.0
637,2024-01-18 07:12:39.125687552+01:00,2024-01-18 17:13:06.455859968+01:00,26565.0
638,2024-01-18 07:17:15.872050688+01:00,2024-01-18 16:49:43.090552832+01:00,20473.0
639,2024-01-18 07:23:54.163359744+01:00,2024-01-18 16:29:19.631480576+01:00,44116.0
640,2024-01-18 07:26:03.096033024+01:00,2024-01-20 10:19:26.935369472+01:00,25687.0
641,2024-01-18 07:36:01.668063744+01:00,2024-01-18 17:13:56.356442368+01:00,45659.0
642,2024-01-18 07:38:29.929838080+01:00,2024-01-18 13:55:20.496832768+01:00,37289.0
643,2024-01-18 07:39:24.047461888+01:00,2024-01-18 17:42:42.987092224+01:00,8814.0
644,2024-01-18 07:40:17.854611200+01:00,2024-01-18 18:26:46.192333056+01:00,10661.0
645,2024-01-18 07:41:58.598344448+01:00,2024-01-18 13:11:54.129897728+01:00,18950.0
646,2024-01-18 07:43:10.529965824+01:00,2024-01-18 16:08:01.990863616+01:00,32366.0
647,2024-01-18 07:44:19.288062208+01:00,2024-01-18 14:17:36.013368576+01:00,10970.0
648,2024-01-18 07:48:39.483072+01:00,2024-01-18 15:19:40.675597824+01:00,24801.0
649,2024-01-18 07:48:59.242534912+01:00,2024-01-18 11:57:11.090378752+01:00,36181.0
650,2024-01-18 07:50:16.511923456+01:00,2024-01-18 13:20:22.037584128+01:00,18306.0
651,2024-01-18 07:50:36.043873536+01:00,2024-01-18 17:51:50.559649536+01:00,7353.0
652,2024-01-18 07:51:08.951350272+01:00,2024-01-18 15:25:56.783107072+01:00,27585.0
653,2024-01-18 07:51:43.432455168+01:00,2024-01-18 13:24:34.304471808+01:00,47657.0
654,2024-01-18 07:52:13.735423744+01:00,2024-01-18 16:33:20.762184448+01:00,15335.0
655,2024-01-18 07:57:01.770631168+01:00,2024-01-18 14:24:20.934256128+01:00,52930.0
656,2024-01-18 07:58:40.822575872+01:00,2024-01-18 16:26:30.305042688+01:00,44828.0
657,2024-01-18 08:05:16.370295040+01:00,2024-01-18 15:20:42.988262656+01:00,22028.0
658,2024-01-18 08:06:47.727997952+01:00,2024-01-18 16:36:28.044877056+01:00,65169.0
659,2024-01-18 08:10:30.677454080+01:00,2024-01-18 16:14:37.812027904+01:00,27397.0
660,2024-01-18 08:10:41.399693568+01:00,2024-01-18 14:09:19.261022464+01:00,25490.0
661,2024-01-18 08:12:07.488600576+01:00,2024-01-18 16:45:23.829604608+01:00,34044.0
662,2024-01-18 08:15:53.863686144+01:00,2024-01-18 16:30:09.390960128+01:00,36889.0
663,2024-01-18 08:17:44.850621696+01:00,2024-01-18 16:17:42.243149568+01:00,15555.0
664,2024-01-18 08:17:53.673314816+01:00,2024-01-18 16:45:42.303150080+01:00,10190.0
665,2024-01-18 08:19:03.525135872+01:00,2024-01-18 18:39:08.846641152+01:00,16041.0
666,2024-01-18 08:19:43.158622208+01:00,2024-01-18 17:12:02.495109376+01:00,11178.0
667,2024-01-18 08:20:30.458302720+01:00,2024-01-18 18:00:06.431597824+01:00,10354.0
668,2024-01-18 08:22:17.666024448+01:00,2024-01-18 17:15:11.066552576+01:00,24139.0
669,2024-01-18 08:23:50.485739008+01:00,2024-01-18 12:31:52.442672896+01:00,16802.0
670,2024-01-18 08:25:28.188657920+01:00,2024-01-18 15:54:20.054872064+01:00,21430.0
671,2024-01-18 08:27:27.758436864+01:00,2024-01-18 18:38:12.298125056+01:00,37187.0
672,2024-01-18 08:29:49.270639360+01:00,2024-01-18 16:08:15.533701120+01:00,19317.0
673,2024-01-18 08:31:00.011485696+01:00,2024-01-18 19:40:23.284682496+01:00,40194.0
674,2024-01-18 08:31:12.895192064+01:00,2024-01-18 16:31:46.782433024+01:00,33658.0
675,2024-01-18 08:31:49.429028608+01:00,2024-01-18 16:45:55.113724928+01:00,29484.0
676,2024-01-18 08:34:57.259688192+01:00,2024-01-18 17:58:09.030933248+01:00,44940.0
677,2024-01-18 08:35:51.708501248+01:00,2024-01-18 15:59:27.360620544+01:00,10624.0
678,2024-01-18 08:36:17.464169216+01:00,2024-01-18 12:06:59.369231872+01:00,6005.0
679,2024-01-18 08:36:34.913232384+01:00,2024-01-18 13:16:07.849044480+01:00,39446.0
680,2024-01-18 08:37:42.256837632+01:00,2024-01-18 17:37:04.290928896+01:00,23651.0
681,2024-01-18 08:42:47.347220992+01:00,2024-01-18 12:38:17.105094656+01:00,26432.0
682,2024-01-18 08:42:56.639766784+01:00,2024-01-18 17:18:17.316332800+01:00,21886.0
683,2024-01-18 08:55:30.746703360+01:00,2024-01-22 18:42:41.382930432+01:00,28079.0
684,2024-01-18 08:57:43.707950592+01:00,2024-01-18 17:38:19.691242240+01:00,10355.0
685,2024-01-18 09:09:35.130109952+01:00,2024-01-18 13:16:51.663769344+01:00,22371.0
686,2024-01-18 09:11:34.890723584+01:00,2024-01-18 17:07:05.617105408+01:00,15661.0
687,2024-01-18 09:41:51.458942208+01:00,2024-01-18 15:42:05.269900288+01:00,40200.0
688,2024-01-18 10:12:06.004146944+01:00,2024-01-18 14:54:04.490183168+01:00,48413.0
689,2024-01-18 10:55:36.767258112+01:00,2024-01-18 16:13:45.879619072+01:00,5394.0
690,2024-01-18 11:54:48.211821824+01:00,2024-01-18 13:13:38.868372480+01:00,3442.0
691,2024-01-18 12:19:06.328630784+01:00,2024-01-18 16:12:43.982647296+01:00,41737.0
692,2024-01-18 12:26:16.221227776+01:00,2024-01-18 13:11:22.828878592+01:00,3959.0
693,2024-01-18 12:35:48.056669440+01:00,2024-01-18 13:42:59.833361664+01:00,11602.0
694,2024-01-18 12:43:37.591504128+01:00,2024-01-18 17:26:02.671188992+01:00,49918.0
695,2024-01-18 12:54:42.597888+01:00,2024-01-18 14:21:00.478538240+01:00,11445.0
696,2024-01-18 13:01:24.518172928+01:00,2024-01-18 17:55:03.283618816+01:00,21139.0
697,2024-01-18 13:23:22.916060928+01:00,2024-01-18 17:06:07.158379264+01:00,22326.0
698,2024-01-18 13:29:21.675435264+01:00,2024-01-18 17:03:01.021985536+01:00,8377.0
699,2024-01-18 13:36:47.925025536+01:00,2024-01-19 07:35:21.108161024+01:00,19026.0
700,2024-01-18 13:41:17.516966400+01:00,2024-01-22 08:40:19.330750720+01:00,31532.0
701,2024-01-18 14:06:56.520654080+01:00,2024-01-18 15:02:08.591629056+01:00,9991.0
702,2024-01-18 14:15:11.820811008+01:00,2024-01-18 14:16:37.240558080+01:00,29.0
703,2024-01-18 14:18:11.681273344+01:00,2024-01-18 15:59:41.412450816+01:00,10343.0
704,2024-01-18 14:38:14.995734784+01:00,2024-01-18 18:12:29.047025408+01:00,25587.0
705,2024-01-18 15:06:50.038752256+01:00,2024-01-18 20:21:10.727392512+01:00,22425.0
706,2024-01-18 15:26:05.056340480+01:00,2024-01-18 16:00:46.900816896+01:00,6178.0
707,2024-01-18 15:27:26.982882560+01:00,2024-01-22 08:17:00.733822208+01:00,51654.0
708,2024-01-18 15:39:29.842041856+01:00,2024-01-18 17:11:52.701647616+01:00,16982.0
709,2024-01-18 16:06:21.702705408+01:00,2024-01-18 16:40:26.689744640+01:00,5909.0
710,2024-01-18 16:21:06.335668736+01:00,2024-01-22 14:14:36.325132032+01:00,40616.0
711,2024-01-18 16:40:36.055166720+01:00,2024-01-18 17:35:45.187876608+01:00,2157.0
712,2024-01-18 16:42:18.812230912+01:00,2024-01-22 12:09:47.769459200+01:00,22495.0
713,2024-01-18 16:59:34.544412928+01:00,2024-01-23 10:36:04.634468096+01:00,13056.0
714,2024-01-18 17:28:40.985007872+01:00,2024-01-20 09:55:35.748687104+01:00,32788.0
715,2024-01-18 17:35:33.374736640+01:00,2024-01-22 06:48:09.951999488+01:00,20423.0
716,2024-01-18 17:53:17.283323648+01:00,2024-01-19 07:12:03.556623104+01:00,21408.0
717,2024-01-18 18:28:10.169251328+01:00,2024-01-20 08:44:41.535067904+01:00,45822.0
718,2024-01-18 18:30:36.604977408+01:00,2024-01-22 07:38:54.227451392+01:00,29165.0
719,2024-01-18 18:50:47.746791168+01:00,2024-01-20 09:32:56.327032832+01:00,16359.0
720,2024-01-18 18:54:25.130397440+01:00,2024-01-22 08:01:08.212891392+01:00,59192.0
721,2024-01-18 19:07:05.808428544+01:00,2024-01-20 11:17:58.630165248+01:00,17750.0
722,2024-01-18 20:48:38.741394176+01:00,2024-01-20 08:18:57.360404224+01:00,7115.0
723,2024-01-18 21:14:24.242264064+01:00,2024-01-19 13:32:27.601892864+01:00,43013.0
724,2024-01-19 05:22:52.467751168+01:00,2024-01-19 15:07:04.902952960+01:00,6121.0
725,2024-01-19 05:29:44.621070848+01:00,2024-01-19 07:44:18.784029440+01:00,23871.0
726,2024-01-19 05:30:02.196747520+01:00,2024-01-19 16:57:39.431564288+01:00,12227.0
727,2024-01-19 05:44:10.522594816+01:00,2024-01-19 14:10:14.496381184+01:00,12692.0
728,2024-01-19 05:45:04.909141760+01:00,2024-01-19 14:07:58.886155264+01:00,26274.0
729,2024-01-19 07:04:49.115426816+01:00,2024-01-19 09:27:13.973348864+01:00,10285.0
730,2024-01-19 07:06:48.633004800+01:00,2024-01-19 15:06:38.683258880+01:00,32907.0
731,2024-01-19 07:11:48.177833472+01:00,2024-01-19 12:32:12.786466560+01:00,10343.0
732,2024-01-19 07:21:12.771068160+01:00,2024-01-19 12:17:24.118439936+01:00,28707.0
733,2024-01-19 07:21:17.332654592+01:00,2024-01-19 15:18:32.633123328+01:00,7900.0
734,2024-01-19 07:25:21.613819904+01:00,2024-01-19 13:19:12.107386112+01:00,31293.0
735,2024-01-19 07:29:44.600493824+01:00,2024-01-19 18:45:58.580193536+01:00,19791.0
736,2024-01-19 07:32:05.113094400+01:00,2024-01-19 15:14:59.832570368+01:00,43016.0
737,2024-01-19 07:32:37.279353600+01:00,2024-01-19 18:46:16.510996224+01:00,40737.0
738,2024-01-19 07:43:13.170937600+01:00,2024-01-19 17:53:20.197359360+01:00,18033.0
739,2024-01-19 07:54:56.304915712+01:00,2024-01-19 14:37:48.246339840+01:00,70045.0
740,2024-01-19 07:55:00.954984704+01:00,2024-01-19 12:44:15.008492032+01:00,45357.0
741,2024-01-19 08:00:58.070244608+01:00,2024-01-19 15:19:45.605303552+01:00,10959.0
742,2024-01-19 08:01:43.921523200+01:00,2024-01-19 16:15:49.924378368+01:00,42250.0
743,2024-01-19 08:03:03.525291776+01:00,2024-01-19 18:46:17.115357952+01:00,37560.0
744,2024-01-19 08:04:50.521121792+01:00,2024-01-19 16:22:21.244365824+01:00,9509.0
745,2024-01-19 08:05:11.403767808+01:00,2024-01-19 13:22:19.327640320+01:00,33001.0
746,2024-01-19 08:07:00.106001408+01:00,2024-01-19 15:58:29.578563328+01:00,42718.0
747,2024-01-19 08:13:00.574542592+01:00,2024-01-19 13:19:20.487213824+01:00,33730.0
748,2024-01-19 08:13:00.892951808+01:00,2024-01-19 18:12:01.652355328+01:00,34148.0
749,2024-01-19 08:20:04.465946880+01:00,2024-01-19 17:35:17.074985984+01:00,16956.0
750,2024-01-19 08:21:40.753456896+01:00,2024-01-19 13:05:33.684986368+01:00,4040.0
751,2024-01-19 08:22:37.272082176+01:00,2024-01-19 15:34:19.231905536+01:00,25366.0
752,2024-01-19 08:24:33.545310208+01:00,2024-01-19 15:35:38.060724736+01:00,12939.0
753,2024-01-19 08:25:34.329138944+01:00,2024-01-22 17:24:28.566356480+01:00,22166.0
754,2024-01-19 08:27:46.887513600+01:00,2024-01-19 11:11:15.507675392+01:00,11976.0
755,2024-01-19 08:29:12.237158656+01:00,2024-01-19 16:28:06.978748928+01:00,8828.0
756,2024-01-19 08:35:22.326929152+01:00,2024-01-19 15:22:43.204111104+01:00,12169.0
757,2024-01-19 08:38:32.580960512+01:00,2024-01-19 16:53:50.108785408+01:00,32551.0
758,2024-01-19 08:44:16.855140352+01:00,2024-01-19 14:53:12.522754048+01:00,10450.0
759,2024-01-19 08:45:54.900684032+01:00,2024-01-19 14:34:16.240574208+01:00,11207.0
760,2024-01-19 08:46:09.374068992+01:00,2024-01-19 14:34:29.436260096+01:00,32086.0
761,2024-01-19 08:46:47.799398144+01:00,2024-01-19 14:07:09.366647808+01:00,17598.0
762,2024-01-19 08:51:07.352153344+01:00,2024-01-19 14:35:18.848522240+01:00,26087.0
763,2024-01-19 08:51:40.359253248+01:00,2024-01-19 17:08:10.214372096+01:00,10050.0
764,2024-01-19 08:58:30.875436288+01:00,2024-01-19 14:52:35.971417344+01:00,25646.0
765,2024-01-19 08:58:57.758789120+01:00,2024-01-19 12:17:30.043964416+01:00,11688.0
766,2024-01-19 08:59:53.651858176+01:00,2024-01-19 14:04:03.452302592+01:00,7880.0
767,2024-01-19 09:02:51.717275904+01:00,2024-01-19 12:06:41.412647168+01:00,10489.0
768,2024-01-19 09:08:13.260102400+01:00,2024-01-19 18:05:47.796102144+01:00,41172.0
769,2024-01-19 09:25:03.135579392+01:00,2024-01-19 15:46:59.524355328+01:00,12738.0
770,2024-01-19 09:32:04.583698432+01:00,2024-01-19 12:16:57.450050560+01:00,7234.0
771,2024-01-19 09:32:22.902252288+01:00,2024-01-19 13:27:13.849233152+01:00,10027.0
772,2024-01-19 09:34:20.945603840+01:00,2024-01-19 16:16:23.344137472+01:00,48024.0
773,2024-01-19 09:40:16.288696832+01:00,2024-01-19 11:35:31.338878720+01:00,19961.0
774,2024-01-19 11:30:18.277539072+01:00,2024-01-19 14:47:11.003179008+01:00,20838.0
775,2024-01-19 11:45:49.030715648+01:00,2024-01-19 17:46:46.314515712+01:00,24982.0
776,2024-01-19 13:51:53.340233472+01:00,2024-01-19 15:04:21.566395648+01:00,8486.0
777,2024-01-19 14:33:05.522164224+01:00,2024-01-22 08:50:34.192154368+01:00,14827.0
778,2024-01-19 14:46:07.491303168+01:00,2024-01-20 07:53:21.818593792+01:00,60550.0
779,2024-01-19 14:48:52.811699968+01:00,2024-01-22 07:09:04.013620480+01:00,31887.0
780,2024-01-19 15:03:10.672698368+01:00,2024-01-19 16:21:40.411227392+01:00,13299.0
781,2024-01-19 15:03:59.088509184+01:00,2024-01-20 09:07:47.266923776+01:00,35945.0
782,2024-01-19 15:50:52.990402304+01:00,2024-01-20 08:46:10.507515392+01:00,17277.0
783,2024-01-19 16:36:29.513420800+01:00,2024-01-20 08:19:12.874129664+01:00,27124.0
784,2024-01-19 17:16:04.603891456+01:00,2024-01-22 09:02:42.811140864+01:00,44437.0
785,2024-01-19 17:24:10.491485440+01:00,2024-01-20 09:28:52.774299392+01:00,19989.0
786,2024-01-19 17:36:07.190818816+01:00,2024-01-19 18:35:02.674875136+01:00,9872.0
787,2024-01-19 18:13:11.210174720+01:00,2024-01-22 07:50:20.982693888+01:00,18035.0
788,2024-01-19 18:19:03.941486848+01:00,2024-01-22 07:26:56.796029952+01:00,16442.0
789,2024-01-19 18:41:54.958659328+01:00,2024-01-20 09:53:45.641891072+01:00,53622.0
790,2024-01-20 09:33:52.782636800+01:00,2024-01-20 18:15:46.400723712+01:00,38377.0
791,2024-01-20 11:37:36.885233920+01:00,2024-01-20 15:30:49.972788992+01:00,26879.0
792,2024-01-20 14:16:40.344161024+01:00,2024-01-20 16:29:48.037759744+01:00,7352.0
793,2024-01-21 11:18:23.478655488+01:00,2024-01-21 14:38:11.396054272+01:00,28110.0
794,2024-01-21 13:20:09.949142784+01:00,2024-01-21 16:57:02.379649024+01:00,33056.0
795,2024-01-21 19:20:50.256256+01:00,2024-01-22 11:25:36.058994944+01:00,12877.0
796,2024-01-22 05:18:31.964831232+01:00,2024-01-22 17:08:01.185082112+01:00,11911.0
797,2024-01-22 05:21:55.074706688+01:00,2024-01-22 15:19:14.968967424+01:00,30132.0
798,2024-01-22 05:39:12.149169664+01:00,2024-01-22 15:02:50.414192896+01:00,10600.0
799,2024-01-22 05:42:10.330949888+01:00,2024-01-22 14:10:19.198242560+01:00,28268.0
800,2024-01-22 06:16:22.932930048+01:00,2024-01-22 15:39:00.847823104+01:00,9032.0
801,2024-01-22 06:27:38.765528576+01:00,2024-01-22 11:47:07.531930880+01:00,51759.0
802,2024-01-22 06:31:02.224685568+01:00,2024-01-22 14:28:21.060688640+01:00,45279.0
803,2024-01-22 06:33:27.889311488+01:00,2024-01-24 16:11:59.142307328+01:00,23041.0
804,2024-01-22 06:42:30.763373056+01:00,2024-01-22 17:23:23.347923200+01:00,20825.0
805,2024-01-22 06:50:52.680453120+01:00,2024-01-22 15:24:59.480043520+01:00,7199.0
806,2024-01-22 07:05:02.114225152+01:00,2024-01-22 18:17:16.952698368+01:00,53431.0
807,2024-01-22 07:20:27.438651904+01:00,2024-01-22 17:28:29.635570432+01:00,19088.0
808,2024-01-22 07:24:43.605467648+01:00,2024-01-22 16:24:00.410639616+01:00,16250.0
809,2024-01-22 07:27:15.892321280+01:00,2024-01-22 08:29:21.338788352+01:00,10018.0
810,2024-01-22 07:28:58.997723136+01:00,2024-01-22 12:54:43.218606848+01:00,10344.0
811,2024-01-22 07:39:06.625104640+01:00,2024-01-22 16:32:45.826512128+01:00,12489.0
812,2024-01-22 07:40:31.791236352+01:00,2024-01-22 16:21:04.599367424+01:00,27889.0
813,2024-01-22 07:41:29.720531968+01:00,2024-01-22 14:10:37.319000064+01:00,34196.0
814,2024-01-22 07:45:27.115632640+01:00,2024-01-22 19:16:03.763712768+01:00,6567.0
815,2024-01-22 07:48:40.489668608+01:00,2024-01-23 16:07:16.286233344+01:00,59135.0
816,2024-01-22 07:49:30.778905088+01:00,2024-01-22 17:29:04.818555648+01:00,3694.0
817,2024-01-22 07:50:09.710183424+01:00,2024-01-22 13:45:05.082414336+01:00,8414.0
818,2024-01-22 07:50:31.859849728+01:00,2024-01-22 08:05:42.586286592+01:00,1468.0
819,2024-01-22 07:51:23.807601408+01:00,2024-01-22 17:59:06.984349696+01:00,27403.0
820,2024-01-22 07:55:06.850236160+01:00,2024-01-22 16:28:27.720528384+01:00,27061.0
821,2024-01-22 07:55:32.774768128+01:00,2024-01-22 16:04:54.466299904+01:00,9224.0
822,2024-01-22 07:57:24.439862528+01:00,2024-01-22 17:01:58.029652736+01:00,34611.0
823,2024-01-22 07:57:52.981769216+01:00,2024-01-22 15:06:46.823625984+01:00,46109.0
824,2024-01-22 07:58:50.135596032+01:00,2024-01-22 18:31:59.435327744+01:00,52534.0
825,2024-01-22 08:00:18.442197504+01:00,2024-01-22 15:21:47.987923968+01:00,19414.0
826,2024-01-22 08:00:27.831278336+01:00,2024-01-22 13:30:18.221545472+01:00,12283.0
827,2024-01-22 08:02:09.721441280+01:00,2024-01-22 17:50:15.928348160+01:00,19655.0
828,2024-01-22 08:06:33.828200704+01:00,2024-01-22 17:03:58.365139200+01:00,12592.0
829,2024-01-22 08:07:20.794772992+01:00,2024-01-22 15:44:59.322494208+01:00,13096.0
830,2024-01-22 08:11:50.188212736+01:00,2024-01-22 18:16:41.261664256+01:00,30839.0
831,2024-01-22 08:14:13.596609536+01:00,2024-01-22 12:32:05.078618368+01:00,10743.0
832,2024-01-22 08:14:43.867313152+01:00,2024-01-22 17:17:51.876897024+01:00,48584.0
833,2024-01-22 08:16:03.114022656+01:00,2024-01-22 16:45:24.684325888+01:00,35128.0
834,2024-01-22 08:16:37.012227840+01:00,2024-01-22 18:13:17.453301248+01:00,71452.0
835,2024-01-22 08:20:28.399122944+01:00,2024-01-22 16:25:18.516828928+01:00,14336.0
836,2024-01-22 08:21:15.696112128+01:00,2024-01-22 16:57:35.761310720+01:00,42810.0
837,2024-01-22 08:27:50.683377408+01:00,2024-01-22 15:46:48.718265856+01:00,21901.0
838,2024-01-22 08:32:10.409527296+01:00,2024-01-22 18:19:25.621631232+01:00,24555.0
839,2024-01-22 08:32:22.686072320+01:00,2024-01-22 15:31:30.695790592+01:00,19333.0
840,2024-01-22 08:40:13.226104832+01:00,2024-01-22 17:33:23.921897728+01:00,24604.0
841,2024-01-22 08:41:27.934309376+01:00,2024-01-22 18:52:30.209030400+01:00,63064.0
842,2024-01-22 08:41:48.565638144+01:00,2024-01-22 16:44:47.792874496+01:00,8036.0
843,2024-01-22 08:45:09.825018624+01:00,2024-01-22 13:46:41.304760576+01:00,38856.0
844,2024-01-22 08:50:43.899382784+01:00,2024-01-22 16:31:39.178532096+01:00,18777.0
845,2024-01-22 08:50:57.869743360+01:00,2024-01-22 18:01:02.913993216+01:00,34542.0
846,2024-01-22 08:55:28.211176192+01:00,2024-01-22 17:08:28.753012736+01:00,59357.0
847,2024-01-22 09:01:51.954022656+01:00,2024-01-22 16:28:48.865505536+01:00,31794.0
848,2024-01-22 09:03:09.779804672+01:00,2024-01-22 16:55:30.775329280+01:00,11283.0
849,2024-01-22 09:12:19.275405824+01:00,2024-01-22 16:27:48.193308160+01:00,14822.0
850,2024-01-22 09:14:43.150487808+01:00,2024-01-22 18:52:17.262550272+01:00,15250.0
851,2024-01-22 09:19:31.181665024+01:00,2024-01-22 17:46:17.827575552+01:00,29968.0
852,2024-01-22 09:36:54.332917248+01:00,2024-01-22 15:56:30.013442304+01:00,25417.0
853,2024-01-22 09:40:23.958999552+01:00,2024-01-22 16:56:57.322261504+01:00,27969.0
854,2024-01-22 10:07:27.815484160+01:00,2024-01-22 12:24:44.363382272+01:00,8056.0
855,2024-01-22 10:23:12.606446080+01:00,2024-01-23 09:27:31.015407872+01:00,16215.0
856,2024-01-22 10:49:36.955417088+01:00,2024-01-22 16:58:04.850156288+01:00,10150.0
857,2024-01-22 11:34:54.312322304+01:00,2024-01-22 22:28:44.602550272+01:00,22628.0
858,2024-01-22 11:58:22.735051008+01:00,2024-01-22 14:03:06.872584704+01:00,14848.0
859,2024-01-22 12:37:28.462394880+01:00,2024-01-22 17:19:29.694955520+01:00,25999.0
860,2024-01-22 12:58:05.529850112+01:00,2024-01-23 13:08:10.756321280+01:00,43563.0
861,2024-01-22 13:51:14.693634304+01:00,2024-01-23 07:08:28.914116608+01:00,37602.0
862,2024-01-22 14:54:00.024135424+01:00,2024-01-22 18:14:03.580229888+01:00,36003.0
863,2024-01-22 15:17:11.891612160+01:00,2024-01-22 16:26:34.575950592+01:00,4140.0
